1987,10,14,3,0.741,0.73,912,849,"PS",1451,91,79,1,11,"SAN","SFO",447
1987,10,17,6,0.741,0.73,918,849,"PS",1451,97,79,1,11,"SAN","SFO",447
1987,10,19,1,0.749,0.73,922,849,"PS",1451,93,79,1,19,"SAN","SFO",447
1987,10,28,3,0.741,0.725,919,855,"PS",1451,98,90,1,16,"SAN","SFO",447
1987,10,1,4,0.936,0.915,1035,1001,"PS",1451,59,46,1,21,"SFO","RNO",192
1987,10,3,6,0.928,0.915,1037,1001,"PS",1451,69,46,1,13,"SFO","RNO",192
1987,10,5,1,1.042,0.915,1129,1001,"PS",1451,47,46,1,87,"SFO","RNO",192
1987,10,6,2,0.934,0.915,1024,1001,"PS",1451,50,46,1,19,"SFO","RNO",192
1987,10,7,3,0.946,0.915,1037,1001,"PS",1451,51,46,1,31,"SFO","RNO",192
1987,10,8,4,0.932,0.915,1033,1001,"PS",1451,61,46,1,17,"SFO","RNO",192
1987,10,9,5,0.947,0.915,1036,1001,"PS",1451,49,46,1,32,"SFO","RNO",192
1987,10,12,1,0.944,0.915,1027,1001,"PS",1451,43,46,1,29,"SFO","RNO",192
1987,10,13,2,0.941,0.915,1036,1001,"PS",1451,55,46,1,26,"SFO","RNO",192
1987,10,14,3,0.93,0.915,1029,1001,"PS",1451,59,46,1,15,"SFO","RNO",192
1987,10,17,6,1.009,0.915,1104,1001,"PS",1451,55,46,1,54,"SFO","RNO",192
1987,10,19,1,0.94,0.915,1032,1001,"PS",1451,52,46,1,25,"SFO","RNO",192
1987,10,24,6,0.929,0.915,1052,1001,"PS",1451,83,46,1,14,"SFO","RNO",192
1987,10,28,3,0.941,0.925,1106,1015,"PS",1451,85,50,1,16,"SFO","RNO",192
1987,10,29,4,0.94,0.925,1044,1015,"PS",1451,64,50,1,15,"SFO","RNO",192
1987,10,30,5,1.009,0.925,1105,1015,"PS",1451,56,50,1,44,"SFO","RNO",192
1987,10,31,6,0.945,0.925,1040,1015,"PS",1451,55,50,1,20,"SFO","RNO",192
1987,10,8,4,1.528,1.505,1636,1608,"PS",1453,68,63,1,23,"BUR","OAK",325
1987,10,9,5,1.606,1.505,1708,1608,"PS",1453,62,63,1,61,"BUR","OAK",325
1987,10,13,2,1.533,1.505,1640,1608,"PS",1453,67,63,1,28,"BUR","OAK",325
1987,10,14,3,1.528,1.505,1639,1608,"PS",1453,71,63,1,23,"BUR","OAK",325
1987,10,15,4,1.543,1.505,1645,1608,"PS",1453,62,63,1,38,"BUR","OAK",325
1987,10,20,2,1.551,1.505,1646,1608,"PS",1453,55,63,1,46,"BUR","OAK",325
1987,10,23,5,1.558,1.505,1717,1608,"PS",1453,79,63,1,53,"BUR","OAK",325
1987,10,25,7,1.531,1.505,1635,1608,"PS",1453,64,63,1,26,"BUR","OAK",325
1987,10,8,4,1.654,1.635,1755,1732,"PS",1454,61,57,1,19,"OAK","BUR",325
1987,10,9,5,1.731,1.635,1831,1732,"PS",1454,60,57,1,56,"OAK","BUR",325
1987,10,13,2,1.656,1.635,1758,1732,"PS",1454,62,57,1,21,"OAK","BUR",325
1987,10,15,4,1.701,1.635,1805,1732,"PS",1454,64,57,1,26,"OAK","BUR",325
1987,10,20,2,1.705,1.635,1808,1732,"PS",1454,63,57,1,30,"OAK","BUR",325
1987,10,23,5,1.743,1.635,1845,1732,"PS",1454,62,57,1,68,"OAK","BUR",325
1987,10,25,7,1.657,1.635,1804,1732,"PS",1454,67,57,1,22,"OAK","BUR",325
1987,10,1,4,0.851,0.83,1008,937,"PS",1457,77,67,1,21,"LAX","SFO",337
1987,10,16,5,0.84,0.83,1000,937,"PS",1457,80,67,1,10,"LAX","SFO",337
1987,10,1,4,0.659,0.65,834,800,"PS",1457,95,70,1,9,"PHX","LAX",370
1987,10,3,6,0.651,0.65,830,800,"PS",1457,99,70,1,1,"PHX","LAX",370
1987,10,6,2,0.701,0.65,851,800,"PS",1457,110,70,1,11,"PHX","LAX",370
1987,10,8,4,0.657,0.65,826,800,"PS",1457,89,70,1,7,"PHX","LAX",370
1987,10,19,1,0.656,0.65,824,800,"PS",1457,88,70,1,6,"PHX","LAX",370
1987,10,20,2,0.651,0.65,826,800,"PS",1457,95,70,1,1,"PHX","LAX",370
1987,10,6,2,0.958,0.93,1107,1035,"PS",1459,69,65,1,28,"LAX","SFO",337
1987,10,13,2,0.938,0.93,1105,1035,"PS",1459,87,65,1,8,"LAX","SFO",337
1987,10,14,3,0.942,0.93,1129,1035,"PS",1459,107,65,1,12,"LAX","SFO",337
1987,10,23,5,0.945,0.93,1111,1035,"PS",1459,86,65,1,15,"LAX","SFO",337
1987,10,14,3,1.153,1.12,1321,1250,"PS",1459,88,90,1,33,"SFO","PDX",550
1987,10,22,4,1.844,1.83,2023,1929,"PS",1460,99,59,1,14,"OAK","BUR",325
1987,10,9,5,1.905,1.8,2012,1901,"PS",1463,67,61,1,65,"BUR","OAK",325
1987,10,13,2,1.823,1.8,1930,1901,"PS",1463,67,61,1,23,"BUR","OAK",325
1987,10,15,4,1.819,1.8,1932,1901,"PS",1463,73,61,1,19,"BUR","OAK",325
1987,10,20,2,1.827,1.8,1946,1901,"PS",1463,79,61,1,27,"BUR","OAK",325
1987,10,23,5,1.909,1.8,2026,1901,"PS",1463,77,61,1,69,"BUR","OAK",325
1987,10,25,7,1.827,1.8,1928,1901,"PS",1463,61,61,1,27,"BUR","OAK",325
1987,10,28,3,1.559,1.515,1702,1611,"PS",1464,63,56,1,44,"SJC","BUR",296
1987,10,29,4,1.525,1.515,1636,1611,"PS",1464,71,56,1,10,"SJC","BUR",296
1987,10,4,7,2.04,2,2136,2059,"PS",1465,56,59,1,40,"BUR","OAK",325
1987,10,9,5,2.047,2,2144,2059,"PS",1465,57,59,1,47,"BUR","OAK",325
1987,10,23,5,2.052,2,2149,2059,"PS",1465,57,59,1,52,"BUR","OAK",325
1987,10,28,3,2.111,2.019,2225,2122,"PS",1465,74,63,1,52,"BUR","OAK",325
