SNA,SJC
SNA,SJC
SNA,SJC
SNA,SJC
SNA,SJC
SNA,OAK
SNA,OAK
SNA,OAK
SNA,OAK
SNA,OAK
SNA,OAK
SNA,OAK
SNA,OAK
SNA,OAK
SNA,OAK
SNA,OAK
SNA,OAK
SNA,LAS
SNA,LAS
SNA,LAS
SNA,LAS
SNA,LAS
SMF,LAX
SMF,LAX
SMF,LAX
SMF,LAX
SMF,LAX
SMF,LAX
SFO,SAN
SFO,SAN
SFO,SAN
SFO,SAN
SFO,SAN
SFO,SAN
SFO,SAN
SFO,RNO
SFO,RNO
SFO,PDX
SFO,PDX
SFO,LAX
SFO,LAX
SFO,LAX
SFO,BUR
SFO,BUR
SFO,BUR
SAN,OAK
SAN,OAK
SAN,OAK
SAN,OAK
SAN,OAK
SAN,OAK
SAN,OAK
SAN,OAK
PHX,LAX
PHX,LAX
OAK,SNA
OAK,SNA
OAK,SNA
OAK,SNA
OAK,SNA
OAK,SNA
OAK,SNA
OAK,SNA
OAK,SFO
OAK,SFO
OAK,SFO
OAK,SFO
OAK,SAN
OAK,SAN
OAK,SAN
OAK,SAN
OAK,SAN
OAK,SAN
OAK,SAN
OAK,SAN
OAK,SAN
OAK,BUR
LAX,SJC
LAX,SFO
LAX,SFO
LAX,SFO
LAX,SFO
LAX,SFO
LAX,SFO
LAS,SNA
LAS,SNA
BUR,SFO
BUR,SFO
BUR,OAK
BUR,OAK
BUR,OAK
BUR,OAK
BUR,OAK
BUR,OAK
BUR,OAK
BUR,OAK
BUR,OAK
BUR,OAK
BUR,OAK
BUR,OAK
10000000,10000000
10000000,10000001
9999999,10000001
9999999,10000000
10000000,10000000
9999999,10000000
10000000,10000000
10000000,9999999
10000000,10000001
10000000,10000001
10000000,10000000
10000000,9999999
10000000,10000001
9999999,10000001
9999999,10000000
10000001,9999999
10000001,9999999
10000000,10000001
9999999,9999999
9999999,10000001
9999999,10000000
10000000,10000001
9999999,10000001
10000001,10000001
10000000,9999999
10000001,10000000
10000000,9999999
10000001,9999999
10000001,9999999
10000001,10000001
10000001,10000001
10000001,10000000
10000001,10000001
9999999,10000000
10000000,10000000
10000000,10000001
10000000,9999999
10000001,10000000
10000000,10000000
10000000,9999999
10000001,10000001
10000001,9999999
10000001,10000001
9999999,10000001
10000001,10000001
10000000,9999999
9999999,10000000
9999999,9999999
10000001,9999999
9999999,10000000
9999999,10000000
10000000,9999999
10000000,9999999
10000001,10000001
10000000,10000000
10000000,10000001
10000001,9999999
9999999,10000001
10000000,9999999
9999999,10000001
10000000,9999999
10000001,10000001
9999999,10000001
10000001,10000000
10000001,10000000
10000000,10000000
10000000,9999999
9999999,9999999
9999999,9999999
9999999,10000001
10000001,10000000
9999999,10000000
10000000,10000001
9999999,9999999
10000001,10000000
9999999,9999999
10000001,10000001
10000001,9999999
10000001,10000001
9999999,10000000
10000001,10000000
10000001,9999999
9999999,9999999
10000001,10000001
9999999,10000001
10000000,10000001
10000000,10000000
10000000,9999999
10000001,10000000
9999999,9999999
10000000,10000000
10000001,9999999
9999999,10000000
10000000,9999999
10000000,10000000
10000000,10000001
10000001,9999999
9999999,10000001
9999999,9999999
10000000,9999999
